2025-04-26 00:39:38.164591,{'uniswap_price': 1793.745527920754, 'sushiswap_price': 1796.8627850265327, 'net_profit': -15.971376009417781}
2025-04-26 00:39:42.156670,{'uniswap_price': 1793.745527920754, 'sushiswap_price': 1796.8627850265327, 'net_profit': -15.971376009417781}
